site_id,service_point_id,asset_id,asset_class,operation_type,started_at_utc,ended_at_utc,energy_kwh,data_source
22222222-2222-2222-2222-222222222222,,c5a58859-4282-42de-b596-0a4f433e05f1,tesla_model_y_robotaxi_2024,inspect,2026-08-21T01:22:37.378401Z,2026-08-21T01:25:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,53e3dc12-2d7e-4d7b-8dbf-79a5eeef13ce,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T02:03:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,fc5d1dab-13fb-4dab-8cc9-6ac0a335b8f2,2be09ec0-e78a-4cd8-9f80-fceeb1c33e71,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T01:25:37.378401Z,2026-08-21T01:55:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,cef7d122-6498-4555-8eba-8a6d51644d74,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:40:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,b41ab68e-d488-4102-ba08-502df168a1a1,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:49:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,a5af28d4-d135-4617-a379-d20cf703d54d,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:50:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,983002e6-790f-4e92-9722-b034571c7f47,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:50:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,7026f086-5ec4-485c-ae41-87bee8f181f1,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:51:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,4a35c33f-b875-4cc6-a54d-85060633b711,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:45:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,4732bf55-398f-4430-bc4c-0d14d4b89e2e,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:48:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,14b02ad9-b6f6-4a74-867c-2a6ba9daf8e0,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:52:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,14b02ad9-b6f6-4a74-867c-2a6ba9daf8e0,waymo_jaguar_ipace_2024,remote_diagnostics,2026-08-21T01:25:37.378401Z,2026-08-21T01:30:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,0b8d2e11-fac3-40f3-883e-1d37cb7e6da5,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:42:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,00d5597b-d714-470c-b86c-95e8f4f600ce,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:44:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,4992b1fa-fc81-445e-a203-657094d89f18,waymo_jaguar_ipace_2024,interior_tidy,2026-08-21T01:25:37.378401Z,2026-08-21T01:25:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,f1776816-85e4-4ed0-8890-fe115c1c9f73,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:56:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,ddf31311-e84f-4ef4-915a-c5ed82ae29ff,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:57:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,c1b40f85-c4e3-40c7-afba-d1aec9ed876b,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T02:03:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,99860ea8-ecf6-4bb7-8a59-52db6e90e8d9,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:58:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,5e4b54f6-ba19-4a30-9d26-2a4ed4810d6e,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T01:58:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,3b6f1eb7-15f4-48e5-956c-9b261b9fcae1,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T02:03:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,32b62034-d7c6-4dbd-b9a4-78e708ec4c1c,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T02:07:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,2547bf99-05c5-4055-9daa-c9e2a99da11d,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T02:00:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,138f4a23-c5c8-4b89-96a0-c72ebb6aee0c,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:25:37.378401Z,2026-08-21T02:05:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,736962b1-f58c-4165-9657-89dfea75616d,5dfd9db9-4262-4a7f-8f7e-055ce7a5e426,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T01:25:37.378401Z,2026-08-21T01:55:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,73613486-152b-4229-bb10-8546a912c416,464c07e3-3699-4238-90d6-ea1325d0b36c,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T01:25:37.378401Z,2026-08-21T01:55:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,4dae9406-659d-43c2-8214-235b33927887,36ff94e5-663b-408d-bebc-3d56508d4996,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T01:25:37.378401Z,2026-08-21T01:55:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,1c9aff71-a240-4bfe-b55a-d0eaa2ec6116,tesla_model_y_robotaxi_2024,inspect,2026-08-21T01:29:31.741782Z,2026-08-21T01:32:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,0bfd4d59-44f9-4a57-8c06-51bc00a2a6b9,tesla_model_y_robotaxi_2024,inspect,2026-08-21T01:29:31.741782Z,2026-08-21T01:32:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,dbade82d-51ef-40bf-b21b-8103ad487d91,tesla_model_y_robotaxi_2024,inspect,2026-08-21T01:30:45.566184Z,2026-08-21T01:33:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,c5a58859-4282-42de-b596-0a4f433e05f1,tesla_model_y_robotaxi_2024,inspect,2026-08-21T01:30:45.566184Z,2026-08-21T01:33:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,b41ab68e-d488-4102-ba08-502df168a1a1,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:32:31.741782Z,2026-08-21T01:47:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,03812c6f-407b-4782-858f-c15cdbaf8de7,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:32:31.741782Z,2026-08-21T01:49:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,4732bf55-398f-4430-bc4c-0d14d4b89e2e,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:32:31.741782Z,2026-08-21T02:14:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,32a91a14-aac6-4c58-924e-e61a6766978b,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:32:31.741782Z,2026-08-21T02:12:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,0bfd4d59-44f9-4a57-8c06-51bc00a2a6b9,tesla_model_y_robotaxi_2024,inspect,2026-08-21T01:32:32.269186Z,2026-08-21T01:35:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,,1c9aff71-a240-4bfe-b55a-d0eaa2ec6116,tesla_model_y_robotaxi_2024,inspect,2026-08-21T01:32:32.269186Z,2026-08-21T01:35:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,,dbade82d-51ef-40bf-b21b-8103ad487d91,tesla_model_y_robotaxi_2024,inspect,2026-08-21T01:32:39.028103Z,2026-08-21T01:35:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,1520dd3c-3658-4cd5-ad83-8c73c35e97c9,tesla_model_y_robotaxi_2024,inspect,2026-08-21T01:32:39.028103Z,2026-08-21T01:35:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,c5a58859-4282-42de-b596-0a4f433e05f1,tesla_model_y_robotaxi_2024,inspect,2026-08-21T01:32:39.028103Z,2026-08-21T01:35:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,2879307e-1fde-41ca-9309-d0aa11357436,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:12:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,c7bdcf59-9b04-496b-a15d-878b647a169e,4cd2b777-e994-41b3-8542-fdf0f5d88189,waymo_jaguar_ipace_2024,charge_dcfc,2026-08-21T01:33:45.566184Z,2026-08-21T02:33:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,e7c0498e-4f61-474f-8934-8864c090cefd,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:08:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,99860ea8-ecf6-4bb7-8a59-52db6e90e8d9,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:06:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,90c00fd5-03c2-4a5c-acdd-1fbcb709dfb2,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:12:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,6860a969-bb88-416f-a3bf-545884f04aa8,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:13:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,5e4b54f6-ba19-4a30-9d26-2a4ed4810d6e,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:06:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,53e3dc12-2d7e-4d7b-8dbf-79a5eeef13ce,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:11:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,32b62034-d7c6-4dbd-b9a4-78e708ec4c1c,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:15:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,2be09ec0-e78a-4cd8-9f80-fceeb1c33e71,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:05:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,1ea6a5d7-862d-44cc-a387-86cea6bc4fe4,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:12:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,138f4a23-c5c8-4b89-96a0-c72ebb6aee0c,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:13:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,73613486-152b-4229-bb10-8546a912c416,464c07e3-3699-4238-90d6-ea1325d0b36c,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T01:33:45.566184Z,2026-08-21T02:03:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,c433a36d-8782-46b2-b128-3e345bcbd186,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T01:56:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,c433a36d-8782-46b2-b128-3e345bcbd186,waymo_jaguar_ipace_2024,sensor_clean,2026-08-21T01:33:45.566184Z,2026-08-21T01:38:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,c3f78336-f475-4d29-bf59-0261114066ef,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:01:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,b41ab68e-d488-4102-ba08-502df168a1a1,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T01:57:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,a5af28d4-d135-4617-a379-d20cf703d54d,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T01:58:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,983002e6-790f-4e92-9722-b034571c7f47,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T01:58:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,4f558f2c-7f46-4c12-8a13-351371d828b6,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T02:01:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,4a35c33f-b875-4cc6-a54d-85060633b711,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T01:53:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,48ad6e64-7e84-4de3-8c0c-9d3abfaadb8d,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T01:59:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,3e88b963-abb9-415c-9637-fa8002b0074d,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T01:49:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,1ea6a5d7-862d-44cc-a387-86cea6bc4fe4,tesla_model_y_robotaxi_2024,remote_diagnostics,2026-08-21T01:33:45.566184Z,2026-08-21T01:38:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,0b8d2e11-fac3-40f3-883e-1d37cb7e6da5,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T01:50:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,00d5597b-d714-470c-b86c-95e8f4f600ce,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:33:45.566184Z,2026-08-21T01:52:45.566184Z,,twin
22222222-2222-2222-2222-222222222222,,32a91a14-aac6-4c58-924e-e61a6766978b,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:32.269186Z,2026-08-21T02:15:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,,4732bf55-398f-4430-bc4c-0d14d4b89e2e,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:32.269186Z,2026-08-21T02:17:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,,b41ab68e-d488-4102-ba08-502df168a1a1,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:32.269186Z,2026-08-21T01:50:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,,03812c6f-407b-4782-858f-c15cdbaf8de7,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:32.269186Z,2026-08-21T01:52:32.269186Z,,twin
22222222-2222-2222-2222-222222222222,,48ad6e64-7e84-4de3-8c0c-9d3abfaadb8d,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:01:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,c433a36d-8782-46b2-b128-3e345bcbd186,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T01:58:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,c3f78336-f475-4d29-bf59-0261114066ef,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:03:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,4a35c33f-b875-4cc6-a54d-85060633b711,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T01:55:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,c433a36d-8782-46b2-b128-3e345bcbd186,waymo_jaguar_ipace_2024,sensor_clean,2026-08-21T01:35:39.028103Z,2026-08-21T01:40:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,138f4a23-c5c8-4b89-96a0-c72ebb6aee0c,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:15:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,4f558f2c-7f46-4c12-8a13-351371d828b6,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:03:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,e7c0498e-4f61-474f-8934-8864c090cefd,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:10:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,99860ea8-ecf6-4bb7-8a59-52db6e90e8d9,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:08:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,cef7d122-6498-4555-8eba-8a6d51644d74,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T01:50:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,6860a969-bb88-416f-a3bf-545884f04aa8,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:15:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,983002e6-790f-4e92-9722-b034571c7f47,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:00:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,5e4b54f6-ba19-4a30-9d26-2a4ed4810d6e,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:08:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,53e3dc12-2d7e-4d7b-8dbf-79a5eeef13ce,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:13:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,32b62034-d7c6-4dbd-b9a4-78e708ec4c1c,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:17:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,2be09ec0-e78a-4cd8-9f80-fceeb1c33e71,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:07:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,2879307e-1fde-41ca-9309-d0aa11357436,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:14:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,00d5597b-d714-470c-b86c-95e8f4f600ce,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T01:54:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,0b8d2e11-fac3-40f3-883e-1d37cb7e6da5,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T01:52:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,a5af28d4-d135-4617-a379-d20cf703d54d,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:00:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,1ea6a5d7-862d-44cc-a387-86cea6bc4fe4,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:14:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,1ea6a5d7-862d-44cc-a387-86cea6bc4fe4,tesla_model_y_robotaxi_2024,remote_diagnostics,2026-08-21T01:35:39.028103Z,2026-08-21T01:40:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,90c00fd5-03c2-4a5c-acdd-1fbcb709dfb2,tesla_model_y_robotaxi_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T02:14:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,b41ab68e-d488-4102-ba08-502df168a1a1,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T01:59:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,,3e88b963-abb9-415c-9637-fa8002b0074d,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:35:39.028103Z,2026-08-21T01:51:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,906cbfff-0c6f-47a6-a9da-7ec9af323221,14b02ad9-b6f6-4a74-867c-2a6ba9daf8e0,waymo_jaguar_ipace_2024,charge_dcfc,2026-08-21T01:35:39.028103Z,2026-08-21T02:35:39.028103Z,,twin
22222222-2222-2222-2222-222222222222,4ad671cb-0458-400a-83e9-cdc7b08dc3a1,138f4a23-c5c8-4b89-96a0-c72ebb6aee0c,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T01:55:37.378401Z,2026-08-21T02:25:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,7026f086-5ec4-485c-ae41-87bee8f181f1,waymo_jaguar_ipace_2024,sensor_clean,2026-08-21T01:55:37.378401Z,2026-08-21T01:55:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,2e308e1f-ab85-4203-9684-5b96bdc38eec,acba173d-89ed-4221-a7f7-52ae57693c67,tesla_model_y_robotaxi_2024,inspect,,2026-08-21T01:55:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,6d4318c0-3d29-456b-ad33-6e24ff620e49,b6e8b116-0650-4d3b-b4d7-d78bd454f7e0,tesla_model_y_robotaxi_2024,inspect,,2026-08-21T01:55:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,2879307e-1fde-41ca-9309-d0aa11357436,waymo_jaguar_ipace_2024,remote_diagnostics,2026-08-21T01:55:37.378401Z,2026-08-21T02:00:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,4732bf55-398f-4430-bc4c-0d14d4b89e2e,waymo_jaguar_ipace_2024,interior_tidy,2026-08-21T01:55:37.378401Z,2026-08-21T01:59:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,51766e8e-fe42-436d-b37a-10215bdb6798,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:55:37.378401Z,2026-08-21T02:18:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,53e3dc12-2d7e-4d7b-8dbf-79a5eeef13ce,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-21T01:55:37.378401Z,2026-08-21T02:00:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,ed83a9d8-cac4-4730-968a-3e82d690e4b8,4992b1fa-fc81-445e-a203-657094d89f18,waymo_jaguar_ipace_2024,charge_dcfc,2026-08-21T01:55:37.378401Z,2026-08-21T04:25:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,5b8524d6-260b-448c-a9ae-9e18e9cada45,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:55:37.378401Z,2026-08-21T02:12:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,9240c4c6-422b-4ac5-b65d-321faac569ce,waymo_jaguar_ipace_2024,remote_diagnostics,2026-08-21T01:55:37.378401Z,2026-08-21T02:00:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,776aa6c7-455b-45f0-9e08-abfef1fb4664,0bfd4d59-44f9-4a57-8c06-51bc00a2a6b9,tesla_model_y_robotaxi_2024,charge_dcfc,2026-08-21T01:55:37.378401Z,2026-08-21T02:25:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,053b8abd-e2b6-4b19-9bfc-314430947773,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:55:37.378401Z,2026-08-21T02:34:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,45014fff-d85b-4949-aa6c-3026179489fb,0b8d2e11-fac3-40f3-883e-1d37cb7e6da5,waymo_jaguar_ipace_2024,charge_dcfc,2026-08-21T01:55:37.378401Z,2026-08-21T04:25:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,2879307e-1fde-41ca-9309-d0aa11357436,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:55:37.378401Z,2026-08-21T02:32:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,32a91a14-aac6-4c58-924e-e61a6766978b,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:55:37.378401Z,2026-08-21T02:35:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,618e0836-b6e1-459d-9955-38857bf1cbff,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:55:37.378401Z,2026-08-21T02:39:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,8ed8211d-aaa2-4051-b116-8f9f2501fc51,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:55:37.378401Z,2026-08-21T02:27:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,9240c4c6-422b-4ac5-b65d-321faac569ce,waymo_jaguar_ipace_2024,software_update,2026-08-21T01:55:37.378401Z,2026-08-21T02:36:37.378401Z,,twin
22222222-2222-2222-2222-222222222222,,524312ab-2416-46fd-aebb-34d785ef7da6,waymo_jaguar_ipace_2024,inspect,2026-08-21T01:59:31.741782Z,2026-08-21T02:02:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,138f4a23-c5c8-4b89-96a0-c72ebb6aee0c,tesla_model_y_robotaxi_2024,remote_diagnostics,2026-08-21T02:02:31.741782Z,2026-08-21T02:07:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,9240c4c6-422b-4ac5-b65d-321faac569ce,waymo_jaguar_ipace_2024,software_update,2026-08-21T02:02:31.741782Z,2026-08-21T02:43:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,8ed8211d-aaa2-4051-b116-8f9f2501fc51,waymo_jaguar_ipace_2024,software_update,2026-08-21T02:02:31.741782Z,2026-08-21T02:39:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,64710503-d52c-42ae-bddf-53aec572c4d9,waymo_jaguar_ipace_2024,software_update,2026-08-21T02:02:31.741782Z,2026-08-21T02:27:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,7026f086-5ec4-485c-ae41-87bee8f181f1,waymo_jaguar_ipace_2024,software_update,2026-08-21T02:02:31.741782Z,2026-08-21T02:40:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,618e0836-b6e1-459d-9955-38857bf1cbff,waymo_jaguar_ipace_2024,software_update,2026-08-21T02:02:31.741782Z,2026-08-21T02:46:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,138f4a23-c5c8-4b89-96a0-c72ebb6aee0c,tesla_model_y_robotaxi_2024,software_update,2026-08-21T02:02:31.741782Z,2026-08-21T02:22:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,8ed8211d-aaa2-4051-b116-8f9f2501fc51,waymo_jaguar_ipace_2024,interior_tidy,2026-08-21T02:02:31.741782Z,2026-08-21T02:07:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,9240c4c6-422b-4ac5-b65d-321faac569ce,waymo_jaguar_ipace_2024,remote_diagnostics,2026-08-21T02:02:31.741782Z,2026-08-21T02:07:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,464c07e3-3699-4238-90d6-ea1325d0b36c,tesla_model_y_robotaxi_2024,interior_tidy,2026-08-21T02:02:31.741782Z,2026-08-21T02:05:31.741782Z,,twin
22222222-2222-2222-2222-222222222222,,4732bf55-398f-4430-bc4c-0d14d4b89e2e,waymo_jaguar_ipace_2024,sensor_clean,2026-08-21T02:02:31.741782Z,2026-08-21T02:07:31.741782Z,,twin
